temperature,humidity,precipitation,pressure
18.0,50,0.0,914.6
18.3,48,0.0,913.8
17.9,47,0.0,913.5
17.2,49,0.0,913.6
14.2,62,0.0,913.5
11.2,67,0.0,913.7
10.2,71,0.0,914.2
9.4,74,0.0,914.6
8.8,77,0.0,914.8
8.1,82,0.0,914.8
7.6,83,0.0,915.0
7.1,86,0.0,915.1
6.9,87,0.0,915.0
6.6,88,0.0,914.9
6.2,89,0.0,914.8
5.9,90,0.0,914.9
5.8,91,0.0,915.2
5.7,92,0.0,915.8
6.3,92,0.0,916.5
9.6,81,0.0,917.7
12.7,71,0.0,918.7
15.0,63,0.0,918.9
16.8,56,0.0,918.2
18.2,49,0.0,917.5
19.2,46,0.0,916.7
19.4,43,0.0,915.8
19.1,44,0.0,915.1
18.8,49,0.0,915.6
15.3,59,0.0,915.1
12.3,64,0.0,915.3
11.6,66,0.0,915.9
10.8,69,0.0,916.1
9.9,72,0.0,916.0
9.4,73,0.0,916.2
8.6,77,0.0,916.3
8.1,80,0.0,916.2
7.7,85,0.0,915.7
7.2,90,0.0,915.4
6.9,91,0.0,915.3
6.8,91,0.0,915.3
6.7,93,0.0,915.5
6.5,93,0.0,916.0
7.1,93,0.0,916.9
10.4,82,0.0,917.7
13.3,72,0.0,918.1
15.9,63,0.0,918.3
18.0,56,0.0,917.9
19.5,49,0.0,917.0
20.3,44,0.0,916.2
20.7,43,0.0,915.4
20.4,43,0.0,914.9
19.9,51,0.0,914.9
16.4,60,0.0,914.5
13.5,64,0.0,914.4
12.4,68,0.0,914.6
11.6,71,0.0,915.0
10.9,73,0.0,914.8
10.4,75,0.0,914.7
9.8,77,0.0,914.8
9.1,80,0.0,914.6
8.7,82,0.0,914.3
8.1,86,0.0,914.1
7.9,89,0.0,914.0
7.7,91,0.0,914.0
7.6,92,0.0,914.2
7.5,92,0.0,914.9
8.2,92,0.0,915.7
11.3,81,0.0,916.5
14.2,72,0.0,917.2
16.6,66,0.0,917.4
18.7,59,0.0,917.1
20.3,54,0.0,916.3
21.1,49,0.0,915.4
21.3,47,0.0,914.8
21.1,47,0.0,914.6
20.5,54,0.0,914.5
17.1,64,0.0,914.0
14.7,68,0.0,914.5
13.7,72,0.0,914.8
12.7,77,0.0,915.0
11.9,78,0.0,915.0
11.3,81,0.0,915.0
10.9,81,0.0,915.1
10.4,83,0.0,914.8
9.8,86,0.0,914.6
9.2,89,0.0,914.5
8.8,89,0.0,914.4
8.5,89,0.0,914.3
8.3,90,0.0,914.4
8.1,90,0.0,915.1
8.7,89,0.0,916.3
12.0,77,0.0,917.2
15.0,68,0.0,918.0
17.4,61,0.0,918.3
19.5,55,0.0,918.1
21.0,51,0.0,917.6
21.7,48,0.0,916.8
22.1,46,0.0,916.1
21.6,46,0.0,915.7
21.0,50,0.0,915.6
17.7,62,0.0,915.3
14.8,68,0.0,915.6
13.8,72,0.0,916.1
13.0,75,0.0,916.5
12.4,76,0.0,916.9
11.6,79,0.0,916.9
10.9,82,0.0,917.1
10.2,85,0.0,917.0
9.7,88,0.0,917.1
9.4,91,0.0,917.1
9.2,92,0.0,917.0
8.9,92,0.0,916.9
8.7,92,0.0,917.0
8.5,93,0.0,917.4
9.0,92,0.0,918.2
12.0,82,0.0,919.2
14.9,74,0.0,920.0
17.4,67,0.0,920.3
19.4,60,0.0,919.9
20.7,53,0.0,919.0
21.3,49,0.0,918.0
21.5,48,0.0,917.1
21.3,48,0.0,916.7
20.8,55,0.0,916.3
17.7,66,0.0,915.9
17.3,62,0.0,916.6
17.3,60,0.0,917.5
17.0,60,0.0,918.0
16.0,70,0.0,918.4
15.6,72,0.0,918.6
15.0,75,0.0,918.7
12.7,86,0.0,918.0
11.8,90,0.0,917.8
11.3,91,0.0,917.8
10.7,93,0.0,917.4
10.2,94,0.0,916.9
9.9,94,0.0,917.1
9.6,94,0.0,917.4
10.1,94,0.0,918.2
12.9,83,0.0,919.0
15.7,76,0.0,919.8
18.2,69,0.0,919.9
20.2,63,0.0,919.4
21.4,54,0.1,918.5
22.0,49,0.0,917.5
21.7,47,0.0,916.4
22.4,46,0.0,916.3
21.6,52,0.0,916.1
19.6,53,0.0,915.9
18.6,53,0.0,916.4
18.0,56,0.0,916.8
17.6,57,0.0,917.1
15.0,68,0.0,916.7
14.1,72,0.0,916.6
13.4,75,0.0,916.5
13.1,77,0.0,916.3
12.3,82,0.0,916.0
12.0,83,0.0,915.6
11.5,86,0.0,915.3
10.9,90,0.0,915.0
10.5,92,0.0,915.2
10.3,93,0.0,915.6
10.7,93,0.0,916.4
13.3,84,0.0,917.1
16.2,74,0.0,917.8
18.3,66,0.0,918.0
19.9,60,0.0,917.5
21.2,54,0.0,916.6
21.8,48,0.0,915.5
21.9,46,0.0,914.7
22.0,45,0.0,914.2
21.2,53,0.0,913.9
18.2,62,0.0,913.6
15.8,65,0.0,913.5
14.7,69,0.0,913.8
14.1,71,0.0,914.0
13.5,74,0.0,914.0
13.0,76,0.0,914.1
12.4,79,0.0,914.0
12.3,79,0.0,913.8
11.7,82,0.0,913.5
11.6,82,0.0,913.5
11.3,84,0.0,913.4
11.1,84,0.0,913.0
10.8,84,0.0,913.0
10.5,84,0.0,913.2
11.0,82,0.0,914.0
13.4,73,0.0,914.8
16.0,65,0.0,915.7
18.0,59,0.0,915.8
20.2,54,0.0,915.4
21.1,51,0.0,914.5
21.6,49,0.0,913.4
22.2,47,0.0,912.5
22.2,47,0.0,911.9
21.2,55,0.0,911.6
18.3,64,0.0,911.4
16.0,69,0.0,911.4
15.0,71,0.0,911.8
13.8,78,0.0,911.9
13.0,83,0.0,912.2
12.5,84,0.0,912.3
12.1,85,0.0,912.1
11.6,86,0.0,911.9
11.2,88,0.0,911.7
10.8,89,0.0,911.5
10.4,89,0.0,911.3
10.2,90,0.0,911.1
10.0,90,0.0,910.8
9.7,90,0.0,911.1
10.0,89,0.0,911.8
13.1,79,0.0,912.9
16.3,67,0.0,913.6
19.0,57,0.0,913.8
21.0,49,0.0,913.2
22.5,43,0.0,912.3
23.1,39,0.0,911.1
23.2,39,0.0,910.1
22.8,41,0.0,909.5
21.9,50,0.0,909.2
18.3,62,0.0,908.9
15.3,69,0.0,909.0
14.4,71,0.0,909.2
13.8,72,0.0,909.6
13.1,77,0.0,909.6
12.7,80,0.0,909.8
12.2,83,0.0,909.9
11.9,84,0.0,909.7
11.6,85,0.0,909.8
11.2,86,0.0,909.4
10.9,87,0.0,909.3
10.7,87,0.0,909.0
10.4,89,0.0,908.7
10.2,89,0.0,909.2
10.6,88,0.0,910.2
13.8,76,0.0,911.2
17.3,63,0.0,912.1
20.2,55,0.0,912.4
21.9,49,0.0,911.9
23.4,46,0.0,911.1
24.1,45,0.0,910.0
24.3,46,0.0,909.2
23.9,49,0.0,908.7
23.0,56,0.0,908.6
20.0,67,0.0,908.2
17.4,74,0.0,908.0
16.6,76,0.0,908.3
16.1,78,0.0,908.7
15.5,79,0.0,909.3
14.9,82,0.0,909.6
14.7,81,0.0,909.3
14.0,84,0.0,909.0
13.8,84,0.0,908.8
13.6,85,0.0,908.7
15.3,76,0.0,909.5
15.8,73,0.0,910.1
15.9,72,0.0,910.0
15.7,73,0.0,910.8
16.0,73,0.0,911.2
17.4,70,0.0,911.8
19.4,67,0.0,912.8
21.4,62,0.0,912.8
23.1,59,0.0,912.6
24.0,57,0.0,911.7
24.3,56,0.0,910.9
24.4,55,0.0,910.1
24.3,56,0.0,910.2
23.9,60,0.0,910.4
20.9,73,0.0,910.2
18.6,81,0.1,910.4
17.3,88,0.6,910.7
17.2,87,0.0,911.1
17.0,87,0.0,911.3
16.3,91,0.0,911.2
15.9,93,0.0,910.9
15.6,94,0.0,910.7
15.3,94,0.0,910.6
15.1,95,0.0,910.5
14.8,95,0.0,910.5
14.6,96,0.0,910.5
14.5,96,0.0,910.6
14.4,97,0.0,911.3
14.7,97,0.0,911.9
16.5,91,0.0,912.6
19.3,79,0.0,913.9
21.6,68,0.0,913.4
23.5,59,0.0,913.1
24.6,53,0.0,912.2
25.5,50,0.0,911.0
25.8,49,0.0,909.9
25.5,49,0.0,909.8
24.9,52,0.0,909.7
21.9,63,0.0,909.7
19.4,68,0.0,909.8
18.9,70,0.0,910.3
18.1,73,0.0,910.7
17.4,77,0.0,910.9
16.9,79,0.0,910.8
16.5,81,0.0,910.4
16.0,84,0.0,910.0
15.5,86,0.0,909.8
15.3,87,0.0,909.5
14.8,88,0.0,909.4
14.5,89,0.0,909.3
14.4,88,0.0,909.7
14.2,88,0.0,910.3
14.7,86,0.0,911.0
16.8,78,0.0,911.7
19.4,69,0.0,912.3
21.4,62,0.0,912.4
23.3,56,0.0,912.4
24.4,51,0.0,911.7
24.9,49,0.0,910.8
25.1,48,0.0,910.2
25.1,48,0.0,910.0
24.1,56,0.0,910.2
21.2,67,0.0,910.0
18.8,71,0.0,909.8
17.9,73,0.0,910.2
17.1,76,0.0,910.6
16.5,79,0.0,911.0
15.8,84,0.0,911.2
15.4,86,0.0,911.6
15.1,88,0.0,911.4
14.7,89,0.0,911.3
14.3,90,0.0,911.0
14.1,90,0.0,910.8
13.9,91,0.0,910.9
13.8,91,0.0,910.9
15.1,88,0.0,912.0
14.4,91,0.0,912.3
16.9,81,0.0,913.3
19.6,71,0.0,914.1
22.0,62,0.0,914.7
23.6,55,0.0,914.5
24.9,51,0.0,914.0
25.1,51,0.0,913.0
25.1,52,0.0,912.3
24.1,56,0.0,911.8
23.5,60,0.0,911.7
21.0,70,0.1,911.6
17.9,80,0.0,911.5
16.1,89,0.0,911.9
16.7,84,0.0,912.7
16.5,83,0.0,913.3
16.5,80,0.0,913.9
16.4,79,0.0,914.1
16.1,78,0.0,914.1
14.9,82,0.0,913.9
13.4,89,0.0,913.6
12.3,94,0.0,913.2
11.8,95,0.0,913.0
11.5,95,0.0,913.1
11.3,94,0.0,913.8
11.5,94,0.0,914.7
14.0,85,0.0,915.8
16.3,75,0.0,916.6
18.1,67,0.0,916.9
19.6,61,0.0,916.5
20.8,57,0.0,915.7
21.8,54,0.0,914.9
22.3,52,0.0,914.4
22.4,52,0.0,914.0
22.0,54,0.0,913.9
19.1,67,0.0,913.5
16.5,74,0.0,913.5
15.6,77,0.0,913.9
14.9,80,0.0,914.2
13.6,84,0.0,914.3
12.6,89,0.0,914.7
11.9,93,0.0,914.9
11.5,95,0.0,914.8
11.1,96,0.0,914.7
10.8,96,0.0,914.4
10.5,97,0.0,914.1
10.2,97,0.0,913.9
9.9,97,0.0,914.0
9.6,96,0.0,914.3
9.7,96,0.0,914.9
12.3,86,0.0,916.0
14.9,74,0.0,917.0
17.2,65,0.0,917.3
19.0,58,0.0,916.8
20.5,52,0.0,916.0
21.7,48,0.0,915.1
22.2,45,0.0,914.2
22.3,44,0.0,913.8
21.8,46,0.0,913.3
18.6,57,0.0,912.6
15.9,62,0.0,912.7
14.9,65,0.0,913.3
14.3,67,0.0,913.6
13.8,70,0.0,913.7
13.1,72,0.0,913.8
12.0,76,0.0,913.7
11.3,80,0.0,913.4
10.7,85,0.0,913.2
10.2,89,0.0,912.7
9.9,91,0.0,912.2
9.7,92,0.0,912.0
9.6,92,0.0,912.2
9.3,93,0.0,912.5
9.5,93,0.0,912.9
12.5,81,0.0,913.8
15.5,69,0.0,914.5
18.0,59,0.0,914.8
19.9,54,0.0,914.4
21.2,50,0.0,913.7
21.9,48,0.0,912.6
22.4,47,0.0,911.7
22.1,48,0.0,911.2
21.5,52,0.0,910.9
18.5,65,0.0,910.6
15.8,73,0.0,910.8
15.0,76,0.0,911.3
14.7,77,0.0,911.9
14.2,79,0.0,912.1
13.8,81,0.0,912.1
13.3,84,0.0,911.9
12.9,86,0.0,911.6
12.6,87,0.0,911.2
12.2,88,0.0,910.5
11.9,89,0.0,910.1
11.7,90,0.0,909.8
11.4,91,0.0,909.6
11.2,91,0.0,909.9
11.6,90,0.0,910.8
14.2,80,0.0,911.6
17.1,70,0.0,912.2
19.1,63,0.0,912.3
20.9,56,0.0,911.8
22.4,51,0.0,910.8
23.5,47,0.0,909.9
23.9,45,0.0,909.1
23.8,45,0.0,908.9
22.9,51,0.0,908.5
19.7,62,0.0,908.1
16.8,70,0.0,907.9
16.1,71,0.0,908.5
15.5,73,0.0,908.8
14.7,76,0.0,909.1
13.9,80,0.0,909.2
13.3,84,0.0,909.0
12.8,85,0.0,908.8
12.5,87,0.0,908.7
12.4,86,0.0,908.5
14.4,77,0.0,909.4
14.3,78,0.0,909.7
13.8,81,0.0,909.7
14.7,77,0.0,910.2
13.2,85,0.0,910.4
15.6,76,0.0,911.4
15.9,79,0.0,911.5
18.9,65,0.0,912.2
17.4,73,0.0,911.1
19.6,63,0.0,910.7
22.3,55,0.0,910.4
23.2,54,0.0,910.0
21.4,70,0.9,909.5
20.1,80,0.9,909.3
18.1,84,1.4,909.1
16.5,89,1.3,909.4
16.6,85,0.0,910.0
16.2,86,0.0,910.4
15.5,88,0.0,910.6
15.1,89,0.0,910.8
15.3,89,0.0,911.0
15.2,89,0.0,911.0
14.8,91,0.0,910.7
14.0,92,0.0,910.1
13.5,93,0.0,910.0
13.2,94,0.0,910.1
13.3,94,0.0,910.3
13.3,94,0.0,910.7
13.2,95,0.0,911.3
15.3,89,0.0,912.3
17.8,81,0.0,913.3
19.9,72,0.0,913.7
22.2,64,0.0,913.6
23.9,57,0.0,912.8
24.5,54,0.0,912.0
23.6,56,0.3,911.3
23.5,56,0.0,911.5
22.4,61,0.0,911.3
19.2,78,0.7,910.9
17.4,84,0.2,911.0
17.6,83,0.1,911.9
17.4,84,0.3,912.7
16.8,89,0.0,912.6
16.5,91,0.0,912.4
16.5,91,0.0,912.2
16.4,92,0.0,912.2
16.2,92,0.2,912.2
16.0,94,0.7,912.0
15.7,94,0.1,911.2
15.6,95,0.2,911.4
15.4,96,0.4,911.4
15.5,96,0.3,911.6
15.5,96,0.2,912.1
16.2,94,0.4,912.6
17.5,90,0.0,913.0
17.1,92,0.1,912.3
18.6,85,0.0,911.6
19.3,83,0.7,910.7
21.3,73,0.8,910.1
21.4,73,0.9,909.6
21.0,74,0.9,909.6
20.1,80,0.6,909.4
18.6,84,0.6,909.9
17.0,87,0.1,910.5
16.1,90,0.0,910.7
15.6,91,0.0,910.9
15.3,91,0.0,911.3
15.0,92,0.0,911.4
15.4,92,0.0,911.4
15.9,91,0.0,911.5
15.7,92,0.0,911.2
15.5,93,0.0,911.1
15.4,94,0.0,910.7
15.3,95,0.0,910.8
15.0,96,0.0,910.8
14.3,96,0.0,911.0
14.3,96,0.0,911.4
15.8,91,0.0,912.5
17.2,85,0.0,913.5
18.8,79,0.1,913.6
19.4,75,0.4,913.2
20.3,72,1.0,912.5
20.8,69,0.4,911.6
20.3,70,0.4,910.8
19.7,73,0.4,910.4
18.9,78,0.5,910.4
17.4,84,0.3,910.3
16.2,86,0.0,910.7
16.1,87,0.0,911.0
15.9,87,0.0,911.4
16.5,86,0.0,911.8
16.0,88,0.0,911.8
15.1,90,0.0,911.5
14.5,92,0.0,911.2
14.2,92,0.0,910.9
13.4,92,0.0,910.5
12.7,92,0.0,910.5
11.9,93,0.0,910.3
11.5,93,0.0,910.5
11.1,93,0.0,910.9
11.1,93,0.0,911.7
13.1,87,0.0,912.7
15.0,80,0.0,913.6
16.5,71,0.0,913.7
18.0,58,0.0,913.5
18.9,49,0.0,912.9
19.1,47,0.0,912.1
18.9,47,0.0,911.2
19.1,45,0.0,911.1
18.4,52,0.0,911.3
15.7,60,0.0,911.4
13.8,60,0.0,911.9
12.7,61,0.0,912.5
12.1,57,0.0,912.9
11.6,55,0.0,913.4
10.9,55,0.0,913.6
10.1,57,0.0,913.5
10.0,57,0.0,913.4
9.2,60,0.0,912.9
8.8,62,0.0,912.5
8.5,63,0.0,912.5
7.7,65,0.0,912.1
8.0,63,0.0,912.4
6.8,68,0.0,912.5
7.4,68,0.0,913.4
9.8,63,0.0,914.4
12.5,55,0.0,915.4
14.8,48,0.0,915.8
16.8,42,0.0,915.7
17.9,39,0.0,915.0
18.8,36,0.0,914.3
19.1,36,0.0,913.8
19.3,36,0.0,913.8
18.6,45,0.0,913.8
15.2,51,0.0,913.5
12.8,53,0.0,913.8
11.9,53,0.0,914.0
11.4,55,0.0,914.4
10.5,59,0.0,915.0
10.0,62,0.0,915.1
9.1,67,0.0,915.0
8.5,71,0.0,914.9
8.0,73,0.0,914.6
7.5,75,0.0,914.2
6.9,80,0.0,913.9
6.2,86,0.0,913.6
5.9,89,0.0,913.7
5.7,91,0.0,914.0
6.2,89,0.0,914.8
8.8,78,0.0,915.9
11.7,67,0.0,916.7
14.0,58,0.0,917.1
16.1,53,0.0,916.9
18.3,47,0.0,916.4
19.9,40,0.0,915.7
20.5,38,0.0,914.9
20.6,37,0.0,914.6
19.9,46,0.0,914.5
16.1,53,0.0,914.0
14.0,55,0.0,914.2
13.3,57,0.0,914.7
11.9,63,0.0,914.7
12.2,64,0.0,915.5
11.8,66,0.0,915.8
10.5,72,0.0,915.5
9.9,77,0.0,915.2
9.7,82,0.0,915.2
8.9,89,0.0,914.7
8.7,91,0.0,914.4
8.4,92,0.0,914.5
8.4,92,0.0,914.5
8.2,92,0.0,914.9
8.5,91,0.0,915.3
11.1,81,0.0,916.2
13.6,70,0.0,916.9
16.3,59,0.0,917.2
18.8,51,0.0,917.0
20.3,46,0.0,916.4
21.4,43,0.0,915.4
21.9,42,0.0,914.4
21.6,41,0.0,914.0
21.0,45,0.0,914.0
17.5,56,0.0,913.3
14.8,61,0.0,913.3
13.8,65,0.0,913.7
13.1,68,0.0,914.1
12.6,70,0.0,914.1
12.1,72,0.0,914.1
11.3,74,0.0,914.1
10.8,76,0.0,914.0
10.6,76,0.0,913.7
10.0,77,0.0,913.4
9.6,78,0.0,913.1
9.2,79,0.0,912.8
8.8,80,0.0,912.8
8.5,81,0.0,913.1
8.8,80,0.0,913.7
11.8,69,0.0,914.7
14.8,60,0.0,915.5
17.6,54,0.0,915.7
19.9,48,0.0,915.1
21.6,44,0.0,914.3
22.7,42,0.0,913.2
22.9,41,0.0,912.2
22.8,41,0.0,911.5
22.0,48,0.0,911.1
18.3,59,0.0,910.6
15.3,65,0.0,910.5
14.3,68,0.0,910.9
13.7,70,0.0,911.2
13.1,72,0.0,911.3
12.6,74,0.0,911.5
12.1,76,0.0,911.4
11.5,79,0.0,911.2
11.1,81,0.0,911.1
10.8,82,0.0,910.7
10.3,85,0.0,910.2
10.0,86,0.0,910.0
9.7,87,0.0,909.9
9.3,88,0.0,910.2
9.4,87,0.0,910.7
12.5,75,0.0,911.8
15.9,64,0.0,912.5
18.8,56,0.0,912.8
20.6,50,0.0,912.2
22.2,44,0.0,911.2
23.2,39,0.0,910.1
23.6,36,0.0,909.6
23.2,37,0.0,909.1
22.2,44,0.0,908.6
18.5,55,0.0,907.9
16.0,57,0.0,907.8
15.1,59,0.0,908.0
14.4,61,0.0,908.3
13.7,64,0.0,908.8
12.9,67,0.0,909.3
12.5,68,0.0,909.6
12.1,69,0.0,909.3
11.7,70,0.0,909.2
11.2,72,0.0,908.9
10.9,71,0.0,908.8
10.7,71,0.0,909.7
13.0,62,0.0,910.6
11.1,69,0.0,910.3
11.5,68,0.0,910.8
14.4,60,0.0,912.2
16.8,55,0.0,912.8
19.7,54,0.0,913.4
20.3,55,0.0,913.3
20.7,56,0.0,912.9
21.6,55,0.0,912.2
22.4,54,0.0,912.2
20.9,63,0.0,912.0
19.8,72,0.4,912.1
18.1,80,0.1,912.5
16.0,87,0.0,912.5
15.3,89,0.0,912.8
14.7,90,0.0,913.2
14.5,90,0.0,913.6
13.9,91,0.0,913.7
13.5,91,0.0,913.6
13.1,92,0.0,913.5
12.6,94,0.0,913.6
12.2,95,0.0,913.7
11.9,96,0.0,913.6
11.5,97,0.0,913.5
11.2,97,0.0,913.5
11.0,97,0.0,913.8
11.2,96,0.0,914.7
13.6,89,0.0,915.8
16.1,79,0.0,916.7
18.6,67,0.0,917.2
20.2,57,0.0,917.2
21.4,51,0.0,916.3
22.3,48,0.0,915.5
22.9,47,0.0,914.7
22.7,48,0.0,914.1
21.5,53,0.0,913.6
18.6,65,0.0,913.4
15.8,74,0.0,913.4
15.6,73,0.0,914.4
15.5,72,0.0,914.9
17.1,64,0.0,915.6
16.9,64,0.0,915.8
14.0,76,0.0,914.9
12.7,81,0.0,914.5
12.0,84,0.0,914.2
11.8,85,0.0,914.3
11.1,89,0.0,914.2
10.9,89,0.0,913.9
10.7,90,0.0,913.7
10.5,91,0.0,914.1
10.8,90,0.0,914.5
13.6,79,0.0,915.7
16.5,72,0.0,916.7
18.8,68,0.0,916.7
21.5,60,0.0,917.0
22.8,56,0.0,916.4
22.9,53,0.0,915.2
22.5,53,0.0,914.2
22.3,55,0.0,913.5
21.5,56,0.0,913.1
20.4,59,0.0,913.5
20.1,57,0.0,914.1
19.7,59,0.0,914.4
17.3,68,0.0,914.2
15.0,83,0.3,914.1
14.0,90,0.9,914.1
13.4,91,0.8,914.0
13.5,89,0.1,914.3
13.3,89,0.0,914.2
13.1,89,0.0,914.3
12.8,89,0.0,914.2
12.5,90,0.0,914.1
12.2,91,0.0,914.2
12.0,91,0.0,914.5
12.1,92,0.0,914.8
14.4,86,0.0,915.3
16.8,78,0.0,916.2
19.3,69,0.0,916.7
20.9,62,0.0,916.0
22.7,55,0.0,915.4
23.7,50,0.0,914.3
24.3,48,0.0,913.2
24.2,46,0.0,912.5
23.7,48,0.0,912.1
20.6,59,0.0,911.8
17.9,65,0.0,911.8
16.9,67,0.0,912.5
16.1,70,0.0,913.2
15.3,73,0.0,913.6
14.3,76,0.0,913.9
13.8,77,0.0,913.9
13.3,78,0.0,913.6
12.8,81,0.0,913.7
12.3,83,0.0,913.5
11.9,86,0.0,913.1
11.5,88,0.0,913.0
11.3,89,0.0,913.0
11.1,90,0.0,913.2
11.1,90,0.0,913.8
14.1,78,0.0,914.9
17.1,67,0.0,915.5
19.7,59,0.0,915.8
21.5,53,0.0,915.4
22.8,48,0.0,914.5
23.6,44,0.0,913.6
24.0,42,0.0,912.5
23.7,43,0.0,912.3
23.1,46,0.0,912.2
19.9,58,0.0,912.0
17.2,64,0.0,912.0
16.3,67,0.0,912.5
15.6,69,0.0,913.0
14.8,70,0.0,913.1
14.3,71,0.0,913.3
13.8,72,0.0,913.0
13.3,73,0.0,913.0
12.8,75,0.0,913.1
12.2,79,0.0,912.8
11.7,80,0.0,912.3
11.3,83,0.0,912.4
10.9,85,0.0,912.7
10.7,86,0.0,913.2
10.8,85,0.0,913.9
14.1,72,0.0,915.1
17.5,60,0.0,915.9
20.4,51,0.0,916.6
22.6,45,0.0,916.6
23.8,41,0.0,915.8
24.7,37,0.0,914.9
25.1,35,0.0,914.0
24.8,34,0.0,913.6
24.1,38,0.0,913.4
20.4,48,0.0,913.1
17.4,53,0.0,913.0
16.0,57,0.0,913.2
15.2,60,0.0,913.5
14.6,64,0.0,913.7
14.1,66,0.0,913.8
13.6,69,0.0,913.8
13.0,72,0.0,913.7
12.5,75,0.0,913.7
12.1,76,0.0,913.3
11.7,76,0.0,912.9
11.3,77,0.0,913.1
11.0,79,0.0,913.3
10.6,80,0.0,913.7
10.8,79,0.0,914.4
13.9,68,0.0,915.3
17.2,58,0.0,916.1
20.0,51,0.0,916.5
22.5,44,0.0,916.3
24.1,39,0.0,916.0
25.1,34,0.0,915.1
25.3,32,0.0,914.3
24.9,32,0.0,913.8
24.3,37,0.0,913.6
20.4,46,0.0,913.1
17.3,50,0.0,913.0
16.1,53,0.0,913.2
15.0,58,0.0,913.7
14.4,61,0.0,914.2
13.9,64,0.0,914.4
13.4,68,0.0,913.9
12.7,73,0.0,914.0
12.1,76,0.0,913.9
11.7,77,0.0,913.5
11.3,80,0.0,913.1
11.0,83,0.0,913.0
10.8,86,0.0,913.3
10.6,86,0.0,913.7
10.7,86,0.0,914.3
13.8,74,0.0,915.0
17.2,63,0.0,915.8
20.3,53,0.0,916.1
22.7,45,0.0,915.8
24.1,39,0.0,915.0
25.0,35,0.0,914.1
25.2,33,0.0,913.4
25.1,33,0.0,912.9
24.5,38,0.0,912.8
20.7,50,0.0,912.3
17.5,57,0.0,912.4
16.7,59,0.0,913.0
15.8,64,0.0,913.3
15.6,75,0.0,914.0
14.9,82,0.0,914.3
13.9,89,0.0,914.1
13.0,93,0.0,913.8
12.1,96,0.0,913.6
11.6,96,0.0,913.1
11.2,97,0.0,912.7
11.0,96,0.0,913.0
10.6,97,0.0,913.1
10.4,96,0.0,913.4
10.4,97,0.0,914.1
12.9,88,0.0,915.2
15.5,77,0.0,916.1
17.8,66,0.0,916.4
19.6,58,0.0,916.1
20.8,54,0.0,915.4
21.6,50,0.0,914.4
22.3,48,0.0,913.7
22.3,46,0.0,913.4
21.6,48,0.0,913.3
19.0,59,0.0,912.9
17.4,67,0.0,913.5
17.2,69,0.0,914.3
15.0,79,0.0,914.3
14.4,83,0.0,914.6
13.2,89,0.0,914.7
12.2,93,0.0,914.5
11.4,96,0.0,914.3
11.1,96,0.0,914.3
10.8,96,0.0,914.4
10.5,96,0.0,914.2
10.2,95,0.0,914.0
10.0,95,0.0,914.1
9.8,95,0.0,914.4
9.8,95,0.0,915.2
12.4,83,0.0,916.2
14.9,72,0.0,916.9
16.9,63,0.0,917.0
19.0,57,0.0,916.7
20.6,52,0.0,916.1
21.6,49,0.0,915.2
22.2,47,0.0,914.5
22.0,48,0.0,913.8
21.3,49,0.0,913.6
18.9,60,0.0,913.3
16.4,67,0.0,913.5
15.9,68,0.0,914.1
14.6,73,0.0,914.0
13.4,77,0.0,913.9
12.3,80,0.0,914.0
11.5,83,0.0,913.8
10.9,85,0.0,913.4
10.2,88,0.0,913.1
9.7,91,0.0,912.8
9.2,92,0.0,912.4
9.0,92,0.0,912.8
8.8,92,0.0,913.3
8.6,92,0.0,913.6
8.8,92,0.0,914.4
11.7,79,0.0,915.4
14.5,68,0.0,915.9
17.4,59,0.0,916.4
19.2,54,0.0,916.2
20.8,49,0.0,915.5
21.8,47,0.0,914.3
22.5,45,0.0,913.6
22.5,44,0.0,913.1
21.9,47,0.0,912.9
19.1,58,0.0,912.6
16.1,66,0.0,912.6
15.1,69,0.0,913.1
14.6,71,0.0,913.5
14.0,75,0.0,913.6
13.5,78,0.0,913.7
12.9,82,0.0,913.5
12.4,85,0.0,913.2
12.0,86,0.0,913.1
11.7,87,0.0,912.8
11.3,88,0.0,912.3
11.0,89,0.0,912.0
10.7,90,0.0,911.7
10.4,91,0.0,911.5
10.5,91,0.0,912.7
13.4,80,0.0,913.5
16.5,68,0.0,913.9
19.1,59,0.0,913.9
21.2,52,0.0,913.7
22.8,46,0.0,912.9
23.5,43,0.0,912.0
23.8,42,0.0,911.0
24.0,41,0.0,910.6
23.9,41,0.0,910.3
20.8,50,0.0,910.2
17.5,56,0.0,910.4
16.3,60,0.0,910.8
15.5,62,0.0,911.1
14.6,65,0.0,911.4
13.9,69,0.0,911.5
13.4,72,0.0,911.7
12.9,75,0.0,911.5
12.5,77,0.0,911.4
11.9,80,0.0,911.1
11.5,84,0.0,911.0
11.2,85,0.0,911.0
10.9,86,0.0,911.3
10.6,86,0.0,911.7
10.6,87,0.0,912.5
13.7,74,0.0,914.0
17.0,64,0.0,915.1
19.7,57,0.0,915.5
21.1,50,0.0,915.3
22.5,42,0.0,914.7
23.0,39,0.0,913.7
23.3,38,0.0,912.8
23.1,39,0.0,912.0
22.6,41,0.0,911.9
19.5,52,0.0,911.7
16.5,58,0.0,911.9
15.3,62,0.0,912.6
14.4,65,0.0,913.2
13.8,66,0.0,913.4
13.2,69,0.0,913.4
12.6,71,0.0,913.2
12.0,73,0.0,913.0
11.4,75,0.0,912.9
10.8,78,0.0,912.6
